1,0.0156862745098039
1,0.0235294117647058
2,0.0117647058823529
3,0.0196078431372549
4,0.0156862745098039
4,0.0235294117647058
5,0.0156862745098039
11,0.0156862745098039
13,0.0313725490196078
16,0.0274509803921568
26,0.0117647058823529
29,0.0196078431372549
29,0.0352941176470588
34,0.0235294117647058
38,0.0196078431372549
45,0.0274509803921568
50,0.0509803921568627
50,0.0549019607843137
53,0.0078431372549019
54,0.0235294117647058
55,0.0156862745098039
55,0.0196078431372549
66,0.0156862745098039
66,0.0196078431372549
68,0.0078431372549019
