2,0.0156862745098039,242
4,0.0196078431372549,3
4,0.0235294117647058,135
4,0.0274509803921568,53
4,0.0313725490196078,34
4,0.0352941176470588,24
4,0.0392156862745098,22
4,0.0431372549019607,19
4,0.0470588235294117,16
5,0.0156862745098039,17
5,0.0196078431372549,143
6,0.0235294117647058,103
6,0.0274509803921568,133
6,0.0313725490196078,95
9,0.0156862745098039,7
9,0.0196078431372549,291
13,0.0431372549019607,3
13,0.0470588235294117,53
13,0.0509803921568627,59
13,0.0549019607843137,45
13,0.0588235294117647,37
13,0.0627450980392156,33
14,0.0117647058823529,343
15,0.0156862745098039,199
16,0.0313725490196078,5
16,0.0352941176470588,104
16,0.0392156862745098,52
16,0.0431372549019607,39
16,0.0470588235294117,27
16,0.0509803921568627,24
16,0.0549019607843137,22
16,0.0588235294117647,19
16,0.0627450980392156,16
18,0.0313725490196078,59
18,0.0352941176470588,186
18,0.0392156862745098,124
18,0.0431372549019607,92
18,0.0470588235294117,67
18,0.0509803921568627,47
18,0.0549019607843137,39
20,0.0235294117647058,206
20,0.0274509803921568,182
21,0.0196078431372549,187
32,0.0117647058823529,7
32,0.0156862745098039,99
38,0.0156862745098039,15
38,0.0196078431372549,247
39,0.0156862745098039,118
41,0.0235294117647058,5
41,0.0274509803921568,43
41,0.0313725490196078,106
41,0.0352941176470588,59
41,0.0392156862745098,50
41,0.0431372549019607,42
45,0.0235294117647058,5
45,0.0274509803921568,107
45,0.0313725490196078,92
45,0.0352941176470588,43
45,0.0392156862745098,34
50,0.0274509803921568,5
50,0.0313725490196078,141
50,0.0352941176470588,93
50,0.0392156862745098,50
50,0.0431372549019607,41
50,0.0470588235294117,35
50,0.0509803921568627,2
51,0.0078431372549019,232
54,0.0274509803921568,7
54,0.0313725490196078,125
54,0.0352941176470588,102
54,0.0392156862745098,82
54,0.0431372549019607,38
54,0.0470588235294117,23
54,0.0509803921568627,17
54,0.0549019607843137,15
54,0.0588235294117647,13
54,0.0627450980392156,12
55,0.0117647058823529,3
55,0.0156862745098039,391
62,0.0039215686274509,23
66,0.0196078431372549,97
66,0.0235294117647058,170
70,0.0156862745098039,158
72,0.0156862745098039,451
73,0.0196078431372549,9
73,0.0235294117647058,238
73,0.0274509803921568,44
73,0.0313725490196078,27
73,0.0352941176470588,22
73,0.0392156862745098,18
73,0.0431372549019607,13
73,0.0470588235294117,11
73,0.0509803921568627,8
73,0.0549019607843137,7
73,0.0588235294117647,6
76,0.0196078431372549,3
76,0.0235294117647058,83
76,0.0274509803921568,62
76,0.0313725490196078,39
76,0.0352941176470588,35
76,0.0392156862745098,13
78,0.0156862745098039,57
78,0.0196078431372549,302
79,0.0196078431372549,39
79,0.0235294117647058,197
79,0.0274509803921568,184
80,0.0196078431372549,67
80,0.0235294117647058,109
80,0.0274509803921568,71
80,0.0313725490196078,39
82,0.0156862745098039,59
83,0.0078431372549019,501
84,0.0313725490196078,195
84,0.0352941176470588,82
84,0.0392156862745098,54
84,0.0431372549019607,32
84,0.0470588235294117,28
84,0.0509803921568627,25
84,0.0549019607843137,21
84,0.0588235294117647,18
84,0.0627450980392156,16
88,0.0117647058823529,410
89,0.0156862745098039,21
90,0.0196078431372549,149
90,0.0235294117647058,136
92,0.0313725490196078,215
92,0.0352941176470588,137
92,0.0392156862745098,92
92,0.0431372549019607,45
92,0.0470588235294117,44
96,0.0156862745098039,168
96,0.0196078431372549,102
98,0.0470588235294117,3
98,0.0509803921568627,5
98,0.0549019607843137,43
98,0.0588235294117647,280
98,0.0627450980392156,91
99,0.0235294117647058,17
99,0.0274509803921568,256
99,0.0313725490196078,50
99,0.0352941176470588,37
99,0.0392156862745098,35
99,0.0588235294117647,22
