0,0.0117647058823529,921
1,0.0156862745098039,1223
2,0.0196078431372549,75
2,0.0235294117647058,644
2,0.0274509803921568,571
3,0.0078431372549019,27
4,0.0156862745098039,7
4,0.0196078431372549,1012
4,0.0235294117647058,363
4,0.0274509803921568,266
5,0.0156862745098039,27
5,0.0196078431372549,704
6,0.0156862745098039,7
6,0.0196078431372549,851
9,0.0196078431372549,3
9,0.0235294117647058,807
9,0.0274509803921568,566
9,0.0313725490196078,273
10,0.0156862745098039,495
11,0.0196078431372549,5
11,0.0235294117647058,1101
11,0.0274509803921568,708
13,0.0274509803921568,7
13,0.0313725490196078,219
13,0.0352941176470588,560
13,0.0392156862745098,345
13,0.0431372549019607,248
13,0.0470588235294117,8
14,0.0235294117647058,9
14,0.0274509803921568,455
14,0.0313725490196078,477
14,0.0352941176470588,258
14,0.0392156862745098,165
14,0.0431372549019607,16
16,0.0313725490196078,313
16,0.0352941176470588,489
16,0.0392156862745098,242
16,0.0431372549019607,169
16,0.0470588235294117,155
16,0.0509803921568627,140
16,0.0549019607843137,130
16,0.0588235294117647,114
16,0.0627450980392156,101
18,0.0274509803921568,618
18,0.0313725490196078,562
18,0.0352941176470588,517
18,0.0392156862745098,341
19,0.0117647058823529,1248
20,0.0156862745098039,915
21,0.0274509803921568,7
21,0.0313725490196078,1155
21,0.0352941176470588,1073
21,0.0392156862745098,994
21,0.0431372549019607,1027
21,0.0470588235294117,526
21,0.0509803921568627,295
21,0.0549019607843137,221
29,0.0156862745098039,5
29,0.0196078431372549,639
29,0.0235294117647058,396
32,0.0117647058823529,715
34,0.0235294117647058,1080
34,0.0274509803921568,464
34,0.0313725490196078,302
34,0.0352941176470588,224
37,0.0156862745098039,1297
38,0.0196078431372549,3
38,0.0235294117647058,23
38,0.0274509803921568,502
38,0.0313725490196078,207
39,0.0117647058823529,597
41,0.0274509803921568,9
41,0.0313725490196078,278
41,0.0352941176470588,197
41,0.0392156862745098,175
41,0.0431372549019607,156
41,0.0470588235294117,137
43,0.0117647058823529,1181
45,0.0274509803921568,179
45,0.0313725490196078,371
45,0.0352941176470588,286
45,0.0392156862745098,215
45,0.0431372549019607,168
50,0.0274509803921568,205
50,0.0313725490196078,443
50,0.0352941176470588,250
51,0.0117647058823529,63
51,0.0156862745098039,350
54,0.0274509803921568,752
54,0.0313725490196078,532
54,0.0352941176470588,455
54,0.0392156862745098,288
54,0.0431372549019607,224
54,0.0470588235294117,154
55,0.0156862745098039,1246
56,0.0196078431372549,185
60,0.0235294117647058,15
60,0.0274509803921568,510
60,0.0313725490196078,297
60,0.0352941176470588,205
62,0.0039215686274509,3
64,0.0117647058823529,113
66,0.0117647058823529,21
70,0.0117647058823529,41
71,0.0196078431372549,271
71,0.0235294117647058,281
71,0.0274509803921568,233
71,0.0313725490196078,192
72,0.0196078431372549,5
72,0.0235294117647058,731
72,0.0274509803921568,246
72,0.0313725490196078,205
72,0.0352941176470588,180
73,0.0235294117647058,3
73,0.0274509803921568,416
73,0.0313725490196078,185
73,0.0352941176470588,166
73,0.0392156862745098,136
73,0.0431372549019607,116
73,0.0470588235294117,97
73,0.0509803921568627,83
73,0.0549019607843137,68
73,0.0588235294117647,58
73,0.0627450980392156,52
76,0.0196078431372549,11
76,0.0235294117647058,663
76,0.0274509803921568,234
77,0.0078431372549019,11
78,0.0156862745098039,834
79,0.0196078431372549,747
79,0.0235294117647058,681
79,0.0274509803921568,659
80,0.0156862745098039,79
80,0.0196078431372549,804
81,0.0274509803921568,91
81,0.0313725490196078,714
81,0.0352941176470588,392
82,0.0274509803921568,3
82,0.0313725490196078,223
82,0.0352941176470588,280
82,0.0392156862745098,225
82,0.0431372549019607,161
82,0.0470588235294117,140
82,0.0509803921568627,119
82,0.0549019607843137,106
82,0.0588235294117647,91
82,0.0627450980392156,84
84,0.0274509803921568,480
84,0.0313725490196078,249
84,0.0352941176470588,168
84,0.0392156862745098,130
84,0.0431372549019607,118
88,0.0078431372549019,957
89,0.0156862745098039,823
89,0.0196078431372549,621
89,0.0235294117647058,559
90,0.0156862745098039,1190
92,0.0235294117647058,17
92,0.0274509803921568,1107
92,0.0313725490196078,795
92,0.0352941176470588,482
92,0.0392156862745098,294
92,0.0431372549019607,235
96,0.0196078431372549,241
96,0.0235294117647058,298
96,0.0274509803921568,193
96,0.0313725490196078,167
96,0.0352941176470588,150
98,0.0392156862745098,7
98,0.0431372549019607,103
98,0.0470588235294117,811
98,0.0509803921568627,621
98,0.0549019607843137,481
